,gene,gi,operon_id,organism_id
105741,fsaB,218561018,496695,1991
105742,ptsA,218561019,496695,1991
105743,frwC,218561020,496696,1991
105744,frwB,218561021,496696,1991
105745,pflD,218561022,496696,1991
105746,pflC,218561023,496696,1991
105747,frwD,218561024,496696,1991
105752,argC,218561029,496697,1991
105753,argB,218561030,496697,1991
105754,argH,218561031,496697,1991
105764,btuB,218561041,496700,1991
105765,murI,218561042,496700,1991
105766,murB,218561043,496701,1991
105767,birA,218561044,496701,1991
105770,secE,218561047,496702,1991
105771,nusG,218561048,496702,1991
105772,rplK,218561049,496703,1991
105773,rplA,218561050,496703,1991
105776,rpoB,218561053,496704,1991
105777,rpoC,218561054,496704,1991
105778,thiH,218561055,496705,1991
105779,thiG,218561056,496705,1991
105780,thiS,218561057,496705,1991
105781,thiF,218561058,496705,1991
105782,thiE,218561059,496705,1991
105783,thiC,218561060,496705,1991
105785,nudC,218561062,496706,1991
105786,hemE,218561063,496706,1991
105787,nfi,218561064,496706,1991
105788,yjaG,218561065,496706,1991
105789,hupA,218561066,496707,1991
105790,yjaH,218561067,496707,1991
105792,zraS,218561069,496708,1991
105793,zraR,218561070,496708,1991
105794,purD,218561071,496709,1991
105795,purH,218561072,496709,1991
105799,aceB,218561076,496710,1991
105800,aceA,218561077,496710,1991
105801,aceK,218561078,496710,1991
105820,yjbF,218561097,496713,1991
105821,yjbG,218561098,496713,1991
105822,yjbH,218561099,496713,1991
105826,malG,218561103,496715,1991
105827,malF,218561104,496715,1991
105829,malK,218561106,496716,1991
105830,lamB,218561107,496716,1991
105832,ubiC,218561109,496717,1991
105833,ubiA,218561110,496717,1991
105836,lexA,218561113,496718,1991
105837,dinF,218561114,496718,1991
105840,yjbN,218561117,496719,1991
105841,pspG,218561118,496719,1991
105862,yjbQ,218561139,496724,1991
105863,yjbR,218561140,496724,1991
105875,actP,218561152,496726,1991
105876,yjcH,218561153,496726,1991
105878,nrfA,218561155,496727,1991
105879,nrfB,218561156,496727,1991
105880,nrfC,218561157,496727,1991
105881,nrfD,218561158,496727,1991
105882,nrfE,218561159,496727,1991
105883,nrfF,218561160,496727,1991
105884,nrfG,218561161,496727,1991
105893,yjcP,218561170,496729,1991
105894,yjcQ,218561171,496729,1991
105895,yjcR,218561172,496729,1991
105898,alsK,218561175,496730,1991
105899,alsE,218561176,496730,1991
105901,alsB,218561178,496731,1991
105902,rpiR,218561179,496731,1991
105905,phnP,218561182,496732,1991
105906,phnO,218561183,496732,1991
105907,phnN,218561184,496732,1991
105908,phnM,218561185,496732,1991
105909,phnL,218561186,496732,1991
105910,phnK,218561187,496732,1991
105911,phnJ,218561188,496732,1991
105912,phnI,218561189,496732,1991
105913,phnH,218561190,496732,1991
105914,phnG,218561191,496732,1991
105915,phnF,218561192,496732,1991
105916,phnE,218561193,496732,1991
105917,phnD,218561194,496732,1991
105918,phnC,218561195,496732,1991
105921,yjdA,218561198,496733,1991
105922,yjcZ,218561199,496733,1991
105924,basS,218561201,496734,1991
105925,basR,218561202,496734,1991
105926,eptA,218561203,496734,1991
105933,fumB,218561210,496735,1991
105934,dcuB,218561211,496735,1991
105935,dcuR,218561212,496736,1991
105936,dcuS,218561213,496736,1991
105937,yjdI,218561214,496737,1991
105938,yjdJ,218561215,496737,1991
105941,yjdL,218561218,496738,1991
105942,cadA,218561219,496738,1991
105943,cadB,218561220,496738,1991
105947,yeeW,218561224,496739,1991
105948,yeeV,218561225,496739,1991
106011,insA,218561288,496755,1991
106012,insB,218561289,496755,1991
106014,insB,218561291,496756,1991
106015,insA,218561292,496756,1991
106018,yjdC,218561295,496757,1991
106019,dipZ,218561296,496757,1991
106020,cutA,218561297,496757,1991
106025,groES,218561302,496758,1991
106026,groEL,218561303,496758,1991
106034,blc,218561311,496759,1991
106035,ampC,218561312,496759,1991
106036,frdD,218561313,496759,1991
106037,frdC,218561314,496759,1991
106038,frdB,218561315,496759,1991
106039,frdA,218561316,496759,1991
106041,yjeM,218561318,496760,1991
106042,yjeN,218561319,496760,1991
106043,yjeO,218561320,496760,1991
106044,yjeP,218561321,496761,1991
106045,psd,218561322,496761,1991
106049,yjeF,218561326,496762,1991
106050,yjeE,218561327,496762,1991
106051,amiB,218561328,496762,1991
106052,mutL,218561329,496762,1991
106053,miaA,218561330,496762,1991
106055,hflX,218561332,496763,1991
106056,hflK,218561333,496763,1991
106057,hflC,218561334,496763,1991
106060,nsrR,218561337,496764,1991
106061,rnr,218561338,496764,1991
106062,rlmB,218561339,496764,1991
106063,yjfI,218561340,496765,1991
106064,yjfJ,218561341,496765,1991
106065,yjfK,218561342,496765,1991
106066,yjfL,218561343,496765,1991
106067,yjfM,218561344,496765,1991
106068,yjfC,218561345,496765,1991
106069,aidB,218561346,496765,1991
106075,ulaA,218561352,496766,1991
106076,ulaB,218561353,496766,1991
106077,ulaC,218561354,496766,1991
106078,ulaD,218561355,496766,1991
106079,ulaE,218561356,496766,1991
106080,sgaE,218561357,496766,1991
106082,rpsF,218561359,496767,1991
106083,priB,218561360,496767,1991
106084,rpsR,218561361,496767,1991
106085,rplI,218561362,496767,1991
106098,ytfF,218561375,496770,1991
106099,ytfG,218561376,496770,1991
106107,ytfM,218561384,496771,1991
106108,ytfN,218561385,496771,1991
106109,ytfP,218561386,496771,1991
106112,ytfR,218561389,496772,1991
106113,ytfT,218561390,496772,1991
106114,yjfF,218561391,496772,1991
106122,treC,218561399,496773,1991
106123,treB,218561400,496773,1991
106127,pyrI,218561404,496774,1991
106128,pyrB,218561405,496774,1991
106139,valS,218561416,496775,1991
106140,holC,218561417,496775,1991
106142,yjgP,218561419,496776,1991
106143,yjgQ,218561420,496776,1991
106153,fecE,218561430,496778,1991
106154,fecD,218561431,496778,1991
106155,fecC,218561432,496778,1991
106156,fecB,218561433,496778,1991
106157,fecA,218561434,496778,1991
106158,fecR,218561435,496779,1991
106159,fecI,218561436,496779,1991
106185,mtnK,218561462,496787,1991
106186,mtnA,218561463,496787,1991
106187,mtnB,218561464,496787,1991
106192,yjhG,218561469,496788,1991
106193,yjhH,218561470,496788,1991
106194,yjhI,218561471,496788,1991
106195,sgcR,218561472,496789,1991
106196,sgcE,218561473,496789,1991
106197,sgcA,218561474,496789,1991
106198,sgcQ,218561475,496790,1991
106199,sgcC,218561476,496790,1991
106200,sgcB,218561477,496790,1991
106201,sgcX,218561478,496790,1991
106203,yjhQ,218561480,496791,1991
106204,yjhX,218561481,496791,1991
106207,yjhS,218561484,496792,1991
106208,yjhT,218561485,496792,1991
106209,yjhA,218561486,496792,1991
106213,fimA,218561490,496793,1991
106214,fimI,218561491,496793,1991
106215,fimC,218561492,496793,1991
106216,fimD,218561493,496794,1991
106217,fimF,218561494,496794,1991
106218,fimG,218561495,496794,1991
106219,fimH,218561496,496794,1991
106221,uxuA,218561498,496795,1991
106222,uxuB,218561499,496795,1991
106227,yjiE,218561504,496797,1991
106228,iadA,218561505,496797,1991
106229,yjiG,218561506,496797,1991
106230,yjiH,218561507,496797,1991
106240,yjiN,218561517,496799,1991
106241,yjiO,218561518,496799,1991
106252,yjiA,218561529,496802,1991
106253,yjiX,218561530,496802,1991
106254,yjiY,218561531,496802,1991
106260,yjjA,218561537,496803,1991
106261,dnaC,218561538,496803,1991
106262,dnaT,218561539,496803,1991
106265,yjjQ,218561542,496805,1991
106266,bglJ,218561543,496805,1991
106270,holD,218561547,496806,1991
106271,rimI,218561548,496806,1991
106272,yjjG,218561549,496806,1991
106296,ydfQ,218561573,496810,1991
106297,ydfP,218561574,496810,1991
106329,osmY,218561606,496813,1991
106330,ytjA,218561607,496813,1991
106331,yjjU,218561608,496813,1991
106332,yjjV,218561609,496813,1991
106333,yjjW,218561610,496814,1991
106334,yjjI,218561611,496814,1991
106336,deoA,218561613,496815,1991
106337,deoB,218561614,496815,1991
106338,deoD,218561615,496815,1991
106340,lplA,218561617,496816,1991
106341,ytjB,218561618,496816,1991
106353,creA,218561630,496818,1991
106354,creB,218561631,496818,1991
106355,creC,218561632,496818,1991
106356,creD,218561633,496818,1991
106367,iucD,218534487,498091,2907
106368,iucC,218534488,498091,2907
106369,iucB,218534489,498091,2907
106370,iucA,218534490,498091,2907
106375,sitD,218534495,498093,2907
106376,sitC,218534496,498093,2907
106377,sitB,218534497,498093,2907
106378,sitA,218534498,498093,2907
106389,sopA,218534509,498095,2907
106390,sopB,218534510,498095,2907
106399,ydbA,218534519,498097,2907
106400,ydcA,218534520,498097,2907
106401,ssb,218534521,498098,2907
106402,yubL,218534522,498098,2907
106405,ycjA,218534525,498100,2907
106406,psiB,218534526,498100,2907
106407,psiA,218534527,498100,2907
106410,yubO,218534530,498101,2907
106411,yubP,218534531,498101,2907
106416,traA,218534536,498102,2907
106417,traL,218534537,498102,2907
106418,traE,218534538,498103,2907
106419,traK,218534539,498103,2907
106420,traB,218534540,498103,2907
106421,traP,218534541,498103,2907
106422,trbD,218534542,498103,2907
106423,trbG,218534543,498103,2907
106424,traV,218534544,498103,2907
106426,traC,218534546,498104,2907
106427,trbI,218534547,498104,2907
106428,traW,218534548,498104,2907
106429,traU,218534549,498104,2907
106430,trbC,218534550,498104,2907
106431,traN,218534551,498104,2907
106432,trbE,218534552,498104,2907
106434,traQ,218534554,498105,2907
106435,trbB,218534555,498105,2907
106436,trbJ,218534556,498105,2907
106437,traH,218534557,498105,2907
106438,traG,218534558,498105,2907
106439,traS,218534559,498106,2907
106440,traT,218534560,498106,2907
106441,traD,218534561,498107,2907
106442,traI,218534562,498107,2907
106443,traX,218534563,498107,2907
106444,finO,218534564,498107,2907
106446,yigB,218534566,498108,2907
106447,repA2,218534567,498108,2907
106449,yacA,218534569,498109,2907
106450,yacB,218534570,498109,2907
106455,ydeA,218534575,498110,2907
106456,ydfA,218534576,498110,2907
106461,cvi,218534581,498112,2907
106462,cvaC,218534582,498112,2907
106463,cvaB,218534583,498113,2907
106464,cvaA,218534584,498113,2907
106477,yqiG,218534597,498114,2907
106478,yqiG,218534598,498114,2907
106485,etsC,218534605,498116,2907
106486,etsB,218534606,498116,2907
106487,etsA,218534607,498116,2907
106494,thrC,387605482,1272577,142
106495,thrB,387605481,1272577,142
106496,thrA,387605480,1272577,142
106502,mog,387605489,1272579,142
106503,talB,387605488,1272579,142
106507,dnaJ,387605494,1272581,142
106508,dnaK,387605493,1272581,142
106510,nhaR,387605497,1272582,142
106511,nhaA,387605496,1272582,142
106513,insA,387605500,1272583,142
106514,insB,387605499,1272583,142
106520,rihC,387605511,1272585,142
106521,ispH,387605510,1272585,142
106522,fkpB,387605509,1272585,142
106523,lspA,387605508,1272585,142
106524,ileS,387605507,1272585,142
106525,ribF,387605506,1272585,142
106527,carB,387605514,1272586,142
106528,carA,387605513,1272586,142
106530,caiB,387605519,1272587,142
106531,caiC,387605518,1272587,142
106532,caiD,387605517,1272587,142
106533,caiE,387605516,1272587,142
106534,caiT,387605521,1272588,142
106535,caiA,387605520,1272588,142
106541,kefC,387605528,1272590,142
106542,kefF,387605527,1272590,142
106546,imp,387605537,1272592,142
106547,surA,387605536,1272592,142
106548,pdxA,387605535,1272592,142
106549,ksgA,387605534,1272592,142
106550,apaG,387605533,1272592,142
106551,apaH,387605532,1272592,142
106554,rapA,387605541,1272593,142
106555,rluA,387605540,1272593,142
106558,araB,387605545,1272594,142
106559,araA,387605544,1272594,142
106562,thiB,387605550,1272596,142
106563,thiP,387605549,1272596,142
106564,thiQ,387605548,1272596,142
106567,leuA,387605556,1272597,142
106568,leuB,387605555,1272597,142
106569,leuC,387605554,1272597,142
106570,leuD,387605553,1272597,142
106572,ilvH,387605559,1272598,142
106573,ilvI,387605558,1272598,142
106575,ftsZ,387605575,1272599,142
106576,ftsA,387605574,1272599,142
106577,ftsQ,387605573,1272599,142
106578,ddlB,387605572,1272599,142
106579,murC,387605571,1272599,142
106580,murG,387605570,1272599,142
106581,ftsW,387605569,1272599,142
106582,murD,387605568,1272599,142
106583,mraY,387605567,1272599,142
106584,murF,387605566,1272599,142
106585,murE,387605565,1272599,142
106586,ftsI,387605564,1272599,142
106587,ftsL,387605563,1272599,142
106588,mraW,387605562,1272599,142
106589,mraZ,387605561,1272599,142
106591,secA,387605578,1272600,142
106592,secM,387605577,1272600,142
106597,ppdD,387605585,1272602,142
106598,hofB,387605584,1272602,142
106599,hofC,387605583,1272602,142
106601,ampE,387605588,1272603,142
106602,ampD,387605587,1272603,142
106605,aceF,387605592,1272604,142
106606,aceE,387605591,1272604,142
106611,speE,387605598,1272605,142
106612,speD,387605597,1272605,142
106625,panB,387605612,1272607,142
106626,panC,387605611,1272607,142
106633,dksA,387605622,1272609,142
106634,gluQ,387605621,1272609,142
106635,pcnB,387605620,1272609,142
106636,folK,387605619,1272609,142
106637,ligT,387605624,1272610,142
106638,sfsA,387605623,1272610,142
106639,mrcB,387605626,1272611,142
106640,hrpB,387605625,1272611,142
106641,fhuB,387605630,1272612,142
106642,fhuD,387605629,1272612,142
106643,fhuC,387605628,1272612,142
106644,fhuA,387605627,1272612,142
106655,map,387605643,1272615,142
106656,glnD,387605642,1272615,142
106657,dapD,387605641,1272615,142
106659,pyrH,387605646,1272616,142
106660,tsf,387605645,1272616,142
106661,dxr,387605648,1272617,142
106662,frr,387605647,1272617,142
106667,accA,387605660,1272619,142
106668,dnaE,387605659,1272619,142
106669,rnhB,387605658,1272619,142
106670,lpxB,387605657,1272619,142
106671,lpxA,387605656,1272619,142
106672,fabZ,387605655,1272619,142
106673,lpxD,387605654,1272619,142
106674,skp,387605653,1272619,142
106687,metN,387605675,1272624,142
106688,metI,387605674,1272624,142
106689,metQ,387605673,1272624,142
106701,gloB,387605682,1272625,142
106702,mltD,387605681,1272625,142
106743,lfiM,387605728,1272629,142
106744,lfiN,387605727,1272629,142
106745,lfiP,387605726,1272629,142
106746,lfiQ,387605725,1272629,142
106747,lfiR,387605724,1272629,142
106748,lfhB,387605723,1272629,142
106749,lfhA,387605722,1272629,142
106760,lfgM,387605740,1272631,142
106761,lfgN,387605739,1272631,142
106764,lfgF,387605745,1272632,142
106765,lfgE,387605744,1272632,142
106766,lfgD,387605743,1272632,142
106768,lfgJ,387605749,1272633,142
106769,lfgI,387605748,1272633,142
106770,lfgH,387605747,1272633,142
106771,lafW,387605752,1272634,142
106772,lfgL,387605751,1272634,142
106773,lfgK,387605750,1272634,142
106798,proA,387605778,1272640,142
106799,proB,387605777,1272640,142
106821,rpmE,387605800,1272645,142
106822,rpmJ,387605799,1272645,142
106841,betI,387605821,1272649,142
106842,betB,387605820,1272649,142
106843,betA,387605819,1272649,142
106869,codA,387605848,1272653,142
106870,codB,387605847,1272653,142
106872,cynX,387605852,1272654,142
106873,cynS,387605851,1272654,142
106874,cynT,387605850,1272654,142
106875,lacY,387605854,1272655,142
106876,lacA,387605853,1272655,142
106877,lacZ,387605855,1272655,142
106878,lacI,387605856,1272656,142
106879,mhpR,387605857,1272656,142
106880,mhpA,387605858,1272657,142
106881,mhpB,387605859,1272657,142
106882,mhpC,387605860,1272657,142
106883,mhpD,387605861,1272657,142
106884,mhpF,387605862,1272657,142
106885,mhpE,387605863,1272657,142
106895,tauA,387605873,1272661,142
106896,tauB,387605874,1272661,142
106897,tauC,387605875,1272661,142
106898,tauD,387605876,1272661,142
106925,sbcC,387605903,1272667,142
106926,sbcD,387605904,1272667,142
106927,phoB,387605905,1272668,142
106928,phoR,387605906,1272668,142
106929,brnQ,387605907,1272669,142
106930,proY,387605908,1272669,142
106944,nrdR,387605922,1272672,142
106945,ribD,387605923,1272672,142
106946,ribH,387605924,1272672,142
106947,nusB,387605925,1272672,142
106948,thiL,387605926,1272673,142
106949,pgpA,387605927,1272673,142
106952,dxs,387605930,1272674,142
106953,ispA,387605931,1272674,142
106954,xseB,387605932,1272674,142
106956,thiJ,387605934,1272675,142
106957,panE,387605935,1272675,142
106960,cyoE,387605938,1272676,142
106961,cyoD,387605939,1272676,142
106962,cyoC,387605940,1272676,142
106963,cyoB,387605941,1272676,142
106964,cyoA,387605942,1272676,142
106969,clpP,387605947,1272678,142
106970,clpX,387605948,1272678,142
106982,glnK,387605960,1272681,142
106983,amtB,387605961,1272681,142
106993,acrB,387605971,1272683,142
106994,acrA,387605972,1272683,142
107038,allA,387606016,1272694,142
107039,allR,387606017,1272694,142
107040,gcl,387606018,1272694,142
107041,hyi,387606019,1272694,142
107054,purK,387606032,1272698,142
107055,purE,387606033,1272698,142
107056,lpxH,387606034,1272698,142
107057,ppiB,387606035,1272698,142
107063,sfmC,387606041,1272700,142
107064,sfmD,387606042,1272700,142
107065,sfmH,387606043,1272700,142
107066,sfmF,387606044,1272700,142
107091,cusS,387606068,1272708,142
107092,cusR,387606069,1272708,142
107093,cusC,387606070,1272709,142
107094,cusF,387606071,1272709,142
107095,cusB,387606072,1272709,142
107096,cusA,387606073,1272709,142
107097,pheP,387606074,1272709,142
107107,entD,387606084,1272712,142
107108,fepA,387606085,1272712,142
107113,fepC,387606090,1272714,142
107114,fepG,387606091,1272714,142
107115,fepD,387606092,1272714,142
107136,citT,387606113,1272717,142
107137,citG,387606114,1272717,142
107138,citX,387606115,1272717,142
107139,citF,387606116,1272717,142
107140,citE,387606117,1272717,142
107141,citD,387606118,1272717,142
107142,citC,387606119,1272717,142
107143,dpiB,387606120,1272718,142
107144,dpiA,387606121,1272718,142
107161,cobC,387606138,1272721,142
107162,nadD,387606139,1272721,142
107163,holA,387606140,1272721,142
107164,rlpB,387606141,1272721,142
107165,leuS,387606142,1272721,142
107174,rihA,387606151,1272724,142
107175,gltL,387606152,1272724,142
107176,gltK,387606153,1272724,142
107177,gltJ,387606154,1272724,142
107194,nagD,387606164,1272726,142
107195,nagC,387606165,1272726,142
107196,nagA,387606166,1272726,142
107197,nagB,387606167,1272726,142
107206,seqA,387606176,1272729,142
107207,pgm,387606177,1272729,142
107209,kdpE,387606179,1272730,142
107210,kdpD,387606180,1272730,142
107211,kdpC,387606181,1272730,142
107212,kdpB,387606182,1272730,142
107213,kdpA,387606183,1272730,142
107229,sdhC,387606199,1272734,142
107230,sdhD,387606200,1272734,142
107231,sdhA,387606201,1272734,142
107232,sdhB,387606202,1272734,142
107236,sucC,387606206,1272736,142
107237,sucD,387606207,1272736,142
107239,btuR,387606209,1272737,142
107240,fumA,387606210,1272737,142
107250,cydA,387606220,1272739,142
107251,cydB,387606221,1272739,142
107268,nadA,387606231,1272742,142
107269,pnuC,387606232,1272742,142
107274,galM,387606237,1272743,142
107275,galK,387606238,1272743,142
107276,galT,387606239,1272743,142
107277,galE,387606240,1272743,142
107278,modF,387606241,1272744,142
107279,modE,387606242,1272744,142
107280,modA,387606243,1272745,142
107281,modB,387606244,1272745,142
107282,modC,387606245,1272745,142
107301,kil,387606264,1272749,142
107302,cIII,387606265,1272749,142
107361,bioB,387606324,1272758,142
107362,bioF,387606325,1272758,142
107363,bioC,387606326,1272758,142
107364,bioD,387606327,1272758,142
107367,moaA,387606330,1272759,142
107368,moaB,387606331,1272759,142
107369,moaC,387606332,1272759,142
107370,moaD,387606333,1272759,142
107371,moaE,387606334,1272759,142
107398,glnQ,387606361,1272765,142
107399,glnP,387606362,1272765,142
107400,glnH,387606363,1272765,142
107411,pflF,387606374,1272767,142
107412,pflE,387606375,1272767,142
107414,moeB,387606377,1272768,142
107415,moeA,387606378,1272768,142
107451,artM,387606414,1272776,142
107452,artQ,387606415,1272776,142
107453,artI,387606416,1272776,142
107454,artP,387606417,1272776,142
107463,hcr,387606426,1272779,142
107464,hcp,387606427,1272779,142
107469,macA,387606432,1272780,142
107470,macB,387606433,1272780,142
107472,clpS,387606435,1272781,142
107473,clpA,387606436,1272781,142
107476,aat,387606438,1272782,142
107477,cydC,387606439,1272782,142
107478,cydD,387606440,1272782,142
107485,dmsA,387606447,1272784,142
107486,dmsB,387606448,1272784,142
107487,dmsC,387606449,1272784,142
107492,pflB,387606454,1272786,142
107493,focA,387606455,1272786,142
107496,serC,387606458,1272787,142
107497,aroA,387606459,1272787,142
107499,cmk,387606461,1272788,142
107500,rpsA,387606462,1272788,142
107510,smtA,387606472,1272790,142
107511,mukF,387606473,1272790,142
107512,mukE,387606474,1272790,142
107513,mukB,387606475,1272790,142
107522,ssuB,387606484,1272792,142
107523,ssuC,387606485,1272792,142
107524,ssuD1,387606486,1272792,142
107525,ssuA,387606487,1272792,142
107526,ssuE,387606488,1272792,142
107555,hyaA,387606516,1272798,142
107556,hyaB,387606517,1272798,142
107557,hyaC,387606518,1272798,142
107558,hyaD,387606519,1272798,142
107559,hyaE,387606520,1272798,142
107560,hyaF,387606521,1272798,142
107561,appC,387606522,1272799,142
107562,appB,387606523,1272799,142
107570,torC,387606531,1272801,142
107571,torA,387606532,1272801,142
107572,torD,387606533,1272801,142
107573,cbpM,387606534,1272802,142
107574,cbpA,387606535,1272802,142
107579,rutG,387606540,1272804,142
107580,rutF,387606541,1272804,142
107581,rutE,387606542,1272804,142
107582,rutD,387606543,1272804,142
107583,rutC,387606544,1272804,142
107584,rutB,387606545,1272804,142
107585,rutA,387606546,1272804,142
107601,csgG,387606561,1272807,142
107602,csgF,387606562,1272807,142
107603,csgE,387606563,1272807,142
107604,csgD,387606564,1272807,142
107605,csgB,387606565,1272808,142
107606,csgA,387606566,1272808,142
107607,csgC,387606567,1272808,142
107613,mdoG,387606573,1272810,142
107614,mdoH,387606574,1272810,142
107627,grxB,387606587,1272812,142
107628,mdtH,387606588,1272812,142
107633,flgN,387606593,1272814,142
107634,flgM,387606594,1272814,142
107636,flgB,387606596,1272815,142
107637,flgC,387606597,1272815,142
107638,flgD,387606598,1272815,142
107639,flgE,387606599,1272815,142
107640,flgF,387606600,1272815,142
107641,flgG,387606601,1272816,142
107642,flgH,387606602,1272816,142
107643,flgI,387606603,1272816,142
107644,flgJ,387606604,1272816,142
107645,flgK,387606605,1272816,142
107646,flgL,387606606,1272816,142
107655,plsX,387606615,1272818,142
107656,fabH,387606616,1272818,142
107657,fabD,387606617,1272818,142
107658,fabG,387606618,1272818,142
107681,lolC,387606641,1272822,142
107682,lolD,387606642,1272822,142
107683,lolE,387606643,1272822,142
107684,nagK,387606644,1272822,142
107685,npdA,387606645,1272822,142
107717,minE,387606677,1272828,142
107718,minD,387606678,1272828,142
107719,minC,387606679,1272828,142
107727,umuD,387606687,1272829,142
107728,umuC,387606688,1272829,142
107733,dadA,387606693,1272830,142
107734,dadX,387606694,1272830,142
107749,dhaM,387606709,1272833,142
107750,dhaL,387606710,1272833,142
107751,dhaK,387606711,1272833,142
107760,ispE,387606720,1272834,142
107761,lolB,387606721,1272834,142
107762,hemA,387606722,1272835,142
107763,prfA,387606723,1272835,142
107764,hemK,387606724,1272835,142
107765,sirB2,387606725,1272835,142
107766,sirB1,387606726,1272835,142
107767,kdsA,387606727,1272835,142
107775,narL,387606735,1272836,142
107776,narX,387606736,1272836,142
107779,narG,387606739,1272837,142
107780,narH,387606740,1272837,142
107781,narJ,387606741,1272837,142
107782,narI,387606742,1272837,142
107794,oppA,387606752,1272838,142
107795,oppB,387606753,1272838,142
107796,oppC,387606754,1272838,142
107797,oppD,387606755,1272838,142
107798,oppF,387606756,1272838,142
107878,stfR,387606834,1272851,142
107879,tfaR,387606835,1272851,142
107886,trpA,387606842,1272854,142
107887,trpB,387606843,1272854,142
107888,trpC,387606844,1272854,142
107889,trpD,387606845,1272854,142
107890,trpE,387606846,1272854,142
107927,puuD,387606883,1272861,142
107928,puuR,387606884,1272861,142
107929,puuC,387606885,1272862,142
107930,puuB,387606886,1272862,142
107931,puuE,387606887,1272862,142
107933,pspA,387606889,1272863,142
107934,pspB,387606890,1272863,142
107935,pspC,387606891,1272863,142
107936,pspD,387606892,1272863,142
107937,pspE,387606893,1272863,142
107953,ogt,387606909,1272865,142
107954,abgT,387606910,1272865,142
107955,abgB,387606911,1272865,142
107956,abgA,387606912,1272865,142
108022,sitD,387606976,1272878,142
108023,sitC,387606977,1272878,142
108024,sitB,387606978,1272878,142
108025,sitA,387606979,1272878,142
108039,insB,387606993,1272881,142
108040,insA,387606994,1272881,142
108059,tehA,387607013,1272885,142
108060,tehB,387607014,1272885,142
108106,fdnG,387607060,1272893,142
108107,fdnH,387607061,1272893,142
108108,fdnI,387607062,1272893,142
108163,marR,387607117,1272904,142
108164,marA,387607118,1272904,142
108165,marB,387607119,1272904,142
108214,relE,387607168,1272912,142
108215,relB,387607169,1272912,142
108231,rspB,387607185,1272917,142
108232,rspA,387607186,1272917,142
108250,mdtI,387607204,1272920,142
108251,mdtJ,387607205,1272920,142
108271,pntB,387607225,1272924,142
108272,pntA,387607226,1272924,142
108277,rstA,387607231,1272926,142
108278,rstB,387607232,1272926,142
108279,tus,387607233,1272926,142
108284,uidC,387607238,1272927,142
108285,uidB,387607239,1272927,142
108286,uidA,387607240,1272927,142
108290,malX,387607244,1272928,142
108291,malY,387607245,1272928,142
108297,rnfA,387607251,1272929,142
108298,rnfB,387607252,1272929,142
108299,rnfC,387607253,1272929,142
108300,rnfD,387607254,1272929,142
108301,rnfG,387607255,1272929,142
108302,rnfE,387607256,1272929,142
108303,nth,387607257,1272929,142
108307,pdxY,387607261,1272930,142
108308,tyrS,387607262,1272930,142
108309,pdxH,387607263,1272930,142
108348,sufE,387607300,1272935,142
108349,sufS,387607301,1272935,142
108350,sufD,387607302,1272935,142
108351,sufC,387607303,1272935,142
108352,sufB,387607304,1272935,142
108353,sufA,387607305,1272935,142
108377,nlpC,387607329,1272941,142
108378,btuD,387607330,1272941,142
108379,btuE,387607331,1272941,142
108380,btuC,387607332,1272941,142
108381,ihfA,387607333,1272942,142
108382,pheT,387607334,1272942,142
108383,pheS,387607335,1272942,142
108386,infC,387607338,1272943,142
108387,thrS,387607339,1272943,142
108400,chbG,387607352,1272944,142
108401,chbF,387607353,1272944,142
108402,chbR,387607354,1272945,142
108403,chbA,387607355,1272945,142
108404,chbC,387607356,1272945,142
108411,astE,387607363,1272946,142
108412,astB,387607364,1272946,142
108413,astD,387607365,1272946,142
108414,astA,387607366,1272946,142
108415,astC,387607367,1272946,142
108431,topB,387607383,1272949,142
108432,selD,387607384,1272949,142
108435,ansA,387607387,1272950,142
108436,pncA,387607388,1272950,142
108496,prc,387607448,1272961,142
108497,proP,387607449,1272961,142
108518,eda,387607470,1272967,142
108519,edd,387607471,1272967,142
108526,znuC,387607478,1272969,142
108527,znuB,387607479,1272969,142
108528,ruvB,387607480,1272970,142
108529,ruvA,387607481,1272970,142
108540,torZ,387607492,1272974,142
108541,torY,387607493,1272974,142
108545,flhE,387607497,1272976,142
108546,flhA,387607498,1272976,142
108547,flhB,387607499,1272976,142
108548,cheZ,387607500,1272977,142
108549,cheY,387607501,1272977,142
108550,cheB,387607502,1272977,142
108551,cheR,387607503,1272977,142
108552,tap,387607504,1272977,142
108553,tar,387607505,1272977,142
108554,cheW,387607506,1272978,142
108555,cheA,387607507,1272978,142
108556,motB,387607508,1272978,142
108557,motA,387607509,1272978,142
108558,flhC,387607510,1272979,142
108559,flhD,387607511,1272979,142
108561,otsA,387607513,1272980,142
108562,otsB,387607514,1272980,142
108563,araH,387607515,1272981,142
108564,araG,387607516,1272981,142
108565,araF,387607517,1272981,142
108576,pgsA,387607525,1272982,142
108577,uvrC,387607526,1272982,142
108578,uvrY,387607527,1272982,142
108585,fliZ,387607534,1272984,142
108586,fliA,387607535,1272984,142
108588,fliD,387607537,1272985,142
108589,fliS,387607538,1272985,142
108590,fliT,387607539,1272985,142
108591,amyA,387607540,1272985,142
108597,fliF,387607546,1272987,142
108598,fliG,387607547,1272987,142
108599,fliH,387607548,1272987,142
108600,fliI,387607549,1272987,142
108601,fliJ,387607550,1272987,142
108602,fliK,387607551,1272987,142
108603,fliL,387607552,1272988,142
108604,fliM,387607553,1272988,142
108605,fliN,387607554,1272988,142
